age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y
29,services,single,secondary,no,703,yes,no,unknown,129,5,-1,0,unknown,no
30,services,single,secondary,no,21,yes,no,unknown,104,2,-1,0,unknown,no
30,technician,single,secondary,no,102,yes,no,unknown,614,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,313,yes,yes,unknown,144,1,-1,0,unknown,no
30,blue-collar,single,primary,no,660,yes,no,unknown,912,2,-1,0,unknown,no
30,services,single,secondary,no,342,yes,no,unknown,206,2,-1,0,unknown,no
29,blue-collar,single,primary,no,365,yes,yes,unknown,245,2,-1,0,unknown,no
29,blue-collar,married,primary,no,190,no,no,unknown,51,1,-1,0,unknown,no
23,management,single,tertiary,no,2605,yes,no,unknown,278,6,-1,0,unknown,no
30,technician,single,tertiary,no,60,yes,yes,unknown,306,5,-1,0,unknown,no
27,student,single,secondary,no,671,yes,no,unknown,332,2,-1,0,unknown,no
30,technician,divorced,tertiary,no,-317,yes,no,unknown,381,2,-1,0,unknown,no
29,services,single,secondary,no,-158,yes,no,unknown,128,2,-1,0,unknown,no
29,unknown,single,primary,no,50,yes,no,unknown,50,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,0,yes,no,unknown,191,4,-1,0,unknown,no
30,blue-collar,married,secondary,no,309,yes,no,unknown,1574,2,-1,0,unknown,yes
30,blue-collar,married,primary,no,145,yes,no,unknown,299,2,-1,0,unknown,no
29,services,single,secondary,no,566,no,no,unknown,127,2,-1,0,unknown,no
30,services,divorced,secondary,no,98,yes,no,unknown,155,1,-1,0,unknown,no
29,management,married,tertiary,no,199,yes,yes,unknown,1689,4,-1,0,unknown,yes
29,services,married,primary,no,321,yes,no,unknown,196,2,-1,0,unknown,no
28,management,married,tertiary,no,3,yes,no,unknown,122,5,-1,0,unknown,no
28,blue-collar,married,primary,no,-55,yes,no,unknown,361,2,-1,0,unknown,no
28,admin.,single,secondary,no,260,yes,no,unknown,374,2,-1,0,unknown,no
29,admin.,single,secondary,no,1117,yes,no,unknown,77,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,597,yes,no,unknown,223,2,-1,0,unknown,no
30,services,married,secondary,no,442,yes,no,unknown,137,2,-1,0,unknown,no
29,technician,single,secondary,no,247,yes,no,unknown,134,1,-1,0,unknown,no
30,admin.,divorced,secondary,no,1,yes,no,unknown,175,5,-1,0,unknown,no
25,management,single,tertiary,no,1348,yes,no,unknown,109,1,-1,0,unknown,no
27,services,divorced,secondary,no,96,yes,no,unknown,31,1,-1,0,unknown,no
29,admin.,divorced,secondary,no,1320,yes,yes,unknown,489,1,-1,0,unknown,no
28,housemaid,divorced,primary,no,1,yes,no,unknown,923,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,134,yes,no,unknown,262,1,-1,0,unknown,no
26,technician,single,secondary,no,2087,no,no,unknown,151,1,-1,0,unknown,no
30,management,single,tertiary,no,59,yes,yes,unknown,202,1,-1,0,unknown,no
30,admin.,single,secondary,no,387,yes,no,unknown,75,1,-1,0,unknown,no
26,blue-collar,married,secondary,yes,20,yes,no,unknown,200,1,-1,0,unknown,no
27,student,single,secondary,no,81,yes,no,unknown,238,1,-1,0,unknown,no
27,admin.,single,secondary,no,181,yes,no,unknown,231,2,-1,0,unknown,no
24,services,married,secondary,no,620,yes,no,unknown,144,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,5903,yes,no,unknown,194,1,-1,0,unknown,no
26,blue-collar,single,primary,no,318,yes,no,unknown,101,1,-1,0,unknown,no
26,blue-collar,married,secondary,no,2770,yes,no,unknown,141,1,-1,0,unknown,no
30,management,single,tertiary,no,5956,yes,no,unknown,255,1,-1,0,unknown,no
30,self-employed,married,secondary,no,131,yes,no,unknown,306,1,-1,0,unknown,no
26,student,single,secondary,no,85,yes,no,unknown,278,2,-1,0,unknown,no
26,blue-collar,single,secondary,no,-29,yes,no,unknown,196,1,-1,0,unknown,no
30,entrepreneur,married,secondary,no,31,no,no,unknown,229,1,-1,0,unknown,no
30,blue-collar,married,primary,no,3,yes,no,unknown,147,1,-1,0,unknown,no
24,technician,single,tertiary,no,777,yes,no,unknown,131,1,-1,0,unknown,no
28,technician,married,primary,no,-58,yes,no,unknown,74,1,-1,0,unknown,no
30,technician,married,secondary,no,-1,yes,no,unknown,323,1,-1,0,unknown,no
27,student,single,secondary,no,217,yes,no,unknown,319,1,-1,0,unknown,no
28,services,married,secondary,no,6,yes,no,unknown,667,1,-1,0,unknown,no
27,services,married,primary,no,91,yes,no,unknown,168,2,-1,0,unknown,no
28,blue-collar,married,unknown,no,486,yes,no,unknown,180,1,-1,0,unknown,no
28,self-employed,married,tertiary,no,120,yes,yes,unknown,130,3,-1,0,unknown,no
28,admin.,divorced,secondary,no,785,yes,no,unknown,442,2,-1,0,unknown,yes
26,student,single,tertiary,no,37,yes,no,unknown,108,1,-1,0,unknown,no
28,management,single,tertiary,no,150,yes,no,unknown,491,1,-1,0,unknown,no
28,management,single,tertiary,no,21,yes,no,unknown,219,3,-1,0,unknown,no
30,services,married,secondary,no,1801,yes,no,unknown,807,2,-1,0,unknown,no
28,blue-collar,married,primary,no,113,yes,no,unknown,534,2,-1,0,unknown,no
30,blue-collar,married,primary,no,70,yes,yes,unknown,461,3,-1,0,unknown,no
26,student,single,unknown,no,-41,yes,no,unknown,229,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,0,yes,no,unknown,30,2,-1,0,unknown,no
30,blue-collar,married,primary,no,4,yes,no,unknown,32,2,-1,0,unknown,no
28,services,married,secondary,no,20,yes,yes,unknown,252,2,-1,0,unknown,no
29,services,single,secondary,no,2,no,no,unknown,190,1,-1,0,unknown,no
30,technician,single,tertiary,no,178,yes,no,unknown,234,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,717,yes,no,unknown,42,1,-1,0,unknown,no
25,entrepreneur,married,tertiary,no,37,yes,yes,unknown,453,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,648,yes,yes,unknown,287,1,-1,0,unknown,no
22,technician,single,secondary,no,54,yes,yes,unknown,626,6,-1,0,unknown,no
26,blue-collar,single,secondary,no,-132,no,no,unknown,12,1,-1,0,unknown,no
29,management,divorced,tertiary,no,607,yes,yes,unknown,240,3,-1,0,unknown,no
27,blue-collar,married,tertiary,no,417,yes,yes,unknown,237,2,-1,0,unknown,no
30,services,married,secondary,no,80,yes,no,unknown,185,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,2850,no,no,unknown,181,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,0,yes,no,unknown,459,2,-1,0,unknown,no
27,student,single,secondary,no,0,no,no,unknown,93,2,-1,0,unknown,no
27,blue-collar,married,secondary,no,106,yes,no,unknown,207,2,-1,0,unknown,no
27,technician,single,secondary,no,584,yes,no,unknown,192,2,-1,0,unknown,no
29,housemaid,single,secondary,no,718,yes,no,unknown,91,3,-1,0,unknown,no
30,management,single,tertiary,no,528,yes,no,unknown,145,4,-1,0,unknown,no
26,management,single,tertiary,no,498,yes,no,unknown,99,3,-1,0,unknown,no
30,technician,married,unknown,yes,-315,yes,no,unknown,201,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,-138,yes,yes,unknown,271,5,-1,0,unknown,no
29,services,single,secondary,no,473,yes,yes,unknown,180,2,-1,0,unknown,no
28,technician,single,secondary,no,-9,yes,yes,unknown,175,5,-1,0,unknown,no
30,blue-collar,married,primary,no,265,yes,yes,unknown,380,1,-1,0,unknown,no
27,admin.,single,unknown,no,230,yes,no,unknown,371,1,-1,0,unknown,no
28,admin.,married,secondary,no,252,yes,no,unknown,448,1,-1,0,unknown,no
28,admin.,single,tertiary,no,422,yes,no,unknown,274,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,0,no,no,unknown,215,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,100,yes,no,unknown,24,1,-1,0,unknown,no
30,admin.,single,unknown,yes,1,no,no,unknown,307,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,6,yes,no,unknown,254,1,-1,0,unknown,no
27,technician,divorced,secondary,no,114,yes,yes,unknown,375,2,-1,0,unknown,no
29,management,married,tertiary,no,246,yes,no,unknown,45,1,-1,0,unknown,no
25,admin.,single,secondary,no,131,yes,yes,unknown,237,1,-1,0,unknown,no
30,management,married,tertiary,no,1825,yes,no,unknown,164,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,759,yes,no,unknown,710,1,-1,0,unknown,yes
27,services,single,secondary,no,777,yes,no,unknown,131,3,-1,0,unknown,no
25,services,married,secondary,no,55,yes,yes,unknown,155,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,153,yes,no,unknown,386,1,-1,0,unknown,no
26,services,single,secondary,no,187,yes,no,unknown,341,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,-116,yes,yes,unknown,208,1,-1,0,unknown,no
28,admin.,single,secondary,no,2831,yes,no,unknown,211,3,-1,0,unknown,no
22,student,single,secondary,no,2412,yes,no,unknown,238,2,-1,0,unknown,no
28,management,single,tertiary,no,3285,yes,no,unknown,98,1,-1,0,unknown,no
29,admin.,married,secondary,no,0,yes,no,unknown,121,1,-1,0,unknown,no
26,services,single,secondary,no,302,yes,no,unknown,210,1,-1,0,unknown,no
29,blue-collar,married,primary,yes,-43,yes,no,unknown,484,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,-2,yes,no,unknown,136,2,-1,0,unknown,no
29,blue-collar,single,primary,no,-680,yes,no,unknown,117,2,-1,0,unknown,no
29,admin.,divorced,secondary,no,0,no,no,unknown,393,1,-1,0,unknown,no
27,management,single,tertiary,no,118,yes,no,unknown,132,3,-1,0,unknown,no
22,admin.,single,secondary,no,-1,yes,no,unknown,136,1,-1,0,unknown,no
25,admin.,single,secondary,no,787,yes,no,unknown,164,1,-1,0,unknown,no
27,self-employed,single,secondary,no,78,yes,no,unknown,825,1,-1,0,unknown,no
28,technician,single,tertiary,no,2269,yes,no,unknown,331,1,-1,0,unknown,no
27,services,single,secondary,no,4,yes,yes,unknown,490,1,-1,0,unknown,no
30,technician,single,secondary,no,23,yes,no,unknown,137,1,-1,0,unknown,no
23,student,single,secondary,no,318,yes,no,unknown,545,2,-1,0,unknown,no
28,services,single,secondary,no,229,yes,no,unknown,322,1,-1,0,unknown,no
27,admin.,single,secondary,no,662,yes,no,unknown,544,1,-1,0,unknown,no
29,management,single,tertiary,no,726,yes,no,unknown,200,3,-1,0,unknown,no
30,blue-collar,single,primary,no,383,yes,no,unknown,135,1,-1,0,unknown,no
30,management,single,tertiary,no,1108,yes,yes,unknown,261,1,-1,0,unknown,no
28,services,single,secondary,no,234,no,no,unknown,107,3,-1,0,unknown,no
29,admin.,single,secondary,no,-53,yes,no,unknown,108,2,-1,0,unknown,no
23,services,single,secondary,no,-39,yes,yes,unknown,142,2,-1,0,unknown,no
29,services,single,secondary,no,262,yes,no,unknown,134,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,82,yes,no,unknown,654,1,-1,0,unknown,yes
26,management,single,tertiary,no,1326,yes,no,unknown,70,1,-1,0,unknown,no
27,student,married,tertiary,no,659,yes,no,unknown,111,2,-1,0,unknown,no
30,entrepreneur,single,secondary,no,491,yes,no,unknown,197,4,-1,0,unknown,no
28,management,single,unknown,yes,101,yes,no,unknown,224,3,-1,0,unknown,no
26,blue-collar,single,primary,no,102,yes,no,unknown,89,1,-1,0,unknown,no
23,student,single,secondary,no,151,yes,no,unknown,97,1,-1,0,unknown,no
29,self-employed,single,tertiary,no,5406,no,no,unknown,530,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,45,yes,no,unknown,352,1,-1,0,unknown,no
27,blue-collar,married,tertiary,no,350,no,no,unknown,24,1,-1,0,unknown,no
21,student,single,secondary,no,6,no,no,unknown,622,1,-1,0,unknown,no
26,technician,single,secondary,no,57,yes,no,unknown,404,2,-1,0,unknown,no
26,management,married,primary,no,1349,yes,no,unknown,275,1,-1,0,unknown,no
27,unemployed,married,primary,no,7459,yes,no,unknown,407,2,-1,0,unknown,no
30,services,married,secondary,no,0,yes,no,unknown,20,1,-1,0,unknown,no
29,technician,single,tertiary,no,433,yes,no,unknown,247,1,-1,0,unknown,no
29,management,married,tertiary,no,-6,yes,no,unknown,324,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,-197,yes,no,unknown,2016,2,-1,0,unknown,yes
28,blue-collar,single,secondary,no,7,yes,yes,unknown,125,3,-1,0,unknown,no
28,technician,single,secondary,no,-125,yes,no,unknown,67,3,-1,0,unknown,no
30,blue-collar,single,secondary,no,18,no,no,unknown,395,1,-1,0,unknown,no
27,technician,single,secondary,no,527,yes,no,unknown,118,1,-1,0,unknown,no
30,services,married,primary,no,21,yes,no,unknown,409,3,-1,0,unknown,no
27,admin.,married,secondary,no,1033,yes,no,unknown,1713,1,-1,0,unknown,no
29,technician,single,tertiary,no,542,yes,no,unknown,338,3,-1,0,unknown,no
26,entrepreneur,married,tertiary,no,79,yes,yes,unknown,346,3,-1,0,unknown,no
23,services,single,secondary,no,105,yes,yes,unknown,305,2,-1,0,unknown,no
27,self-employed,single,tertiary,no,-503,yes,no,unknown,98,3,-1,0,unknown,no
26,technician,married,secondary,no,47,yes,no,unknown,282,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,948,yes,no,unknown,455,1,-1,0,unknown,no
25,admin.,single,secondary,no,61,yes,no,unknown,345,9,-1,0,unknown,no
30,technician,single,tertiary,no,2530,yes,no,unknown,70,1,-1,0,unknown,no
29,admin.,single,secondary,no,356,yes,no,unknown,106,1,-1,0,unknown,no
29,admin.,single,secondary,yes,-228,yes,no,unknown,279,1,-1,0,unknown,no
30,technician,single,tertiary,no,255,yes,no,unknown,119,2,-1,0,unknown,no
24,student,single,secondary,no,304,no,no,unknown,180,3,-1,0,unknown,no
27,services,single,secondary,no,683,yes,no,unknown,44,3,-1,0,unknown,no
29,blue-collar,married,primary,no,608,yes,no,unknown,184,2,-1,0,unknown,no
29,student,single,secondary,no,510,yes,no,unknown,25,6,-1,0,unknown,no
29,admin.,single,secondary,no,43,yes,no,unknown,179,2,-1,0,unknown,no
30,admin.,single,tertiary,no,-396,yes,no,unknown,89,2,-1,0,unknown,no
25,admin.,married,secondary,no,10,yes,no,unknown,393,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,853,yes,no,unknown,177,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,348,yes,no,unknown,185,2,-1,0,unknown,no
29,admin.,single,secondary,no,3986,yes,no,unknown,488,2,-1,0,unknown,no
28,technician,married,secondary,no,655,yes,no,unknown,179,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,15,yes,yes,unknown,432,2,-1,0,unknown,no
25,admin.,single,secondary,no,96,yes,no,unknown,176,2,-1,0,unknown,no
28,admin.,single,secondary,no,244,yes,no,unknown,31,3,-1,0,unknown,no
30,services,married,secondary,no,152,yes,no,unknown,115,2,-1,0,unknown,no
27,technician,single,secondary,no,769,yes,no,unknown,317,2,-1,0,unknown,no
28,admin.,married,secondary,no,2,yes,no,unknown,167,1,-1,0,unknown,no
30,admin.,married,secondary,no,15,yes,no,unknown,257,1,-1,0,unknown,no
23,management,single,unknown,no,375,yes,no,unknown,194,3,-1,0,unknown,no
29,services,single,secondary,no,487,yes,yes,unknown,176,2,-1,0,unknown,no
28,self-employed,single,secondary,no,123,yes,no,unknown,97,1,-1,0,unknown,no
27,admin.,married,secondary,no,133,yes,yes,unknown,338,4,-1,0,unknown,no
27,blue-collar,married,secondary,no,564,yes,no,unknown,257,3,-1,0,unknown,no
28,blue-collar,married,primary,no,26,no,no,unknown,40,3,-1,0,unknown,no
28,blue-collar,married,secondary,no,131,yes,no,unknown,147,5,-1,0,unknown,no
25,management,married,tertiary,no,784,yes,yes,unknown,104,2,-1,0,unknown,no
30,blue-collar,married,primary,no,2581,no,no,unknown,221,2,-1,0,unknown,no
25,student,married,tertiary,no,333,yes,no,unknown,399,3,-1,0,unknown,no
25,blue-collar,single,secondary,no,249,yes,no,unknown,149,5,-1,0,unknown,no
27,services,single,secondary,no,123,yes,no,unknown,105,3,-1,0,unknown,no
29,technician,married,tertiary,no,409,yes,no,unknown,247,3,-1,0,unknown,no
25,technician,single,secondary,no,1135,yes,no,unknown,396,3,-1,0,unknown,no
28,admin.,married,secondary,no,-201,yes,no,unknown,286,4,-1,0,unknown,no
28,admin.,single,secondary,no,-103,yes,no,unknown,252,4,-1,0,unknown,no
26,management,divorced,tertiary,yes,-402,no,yes,unknown,127,2,-1,0,unknown,no
27,management,single,tertiary,no,541,yes,no,unknown,145,1,-1,0,unknown,no
28,blue-collar,single,secondary,yes,-871,yes,no,unknown,36,4,-1,0,unknown,no
25,services,married,secondary,no,-454,yes,no,unknown,24,1,-1,0,unknown,no
29,technician,married,secondary,no,0,no,no,unknown,33,2,-1,0,unknown,no
26,technician,single,secondary,no,124,yes,no,unknown,57,8,-1,0,unknown,no
30,blue-collar,single,unknown,yes,-149,yes,yes,unknown,164,3,-1,0,unknown,no
25,student,single,tertiary,no,641,yes,no,unknown,53,1,-1,0,unknown,no
25,services,single,secondary,no,-439,yes,no,unknown,293,1,-1,0,unknown,no
27,admin.,single,secondary,no,1,yes,no,unknown,86,1,-1,0,unknown,no
26,blue-collar,married,secondary,no,288,yes,no,unknown,49,2,-1,0,unknown,no
27,technician,married,secondary,no,-302,yes,no,unknown,66,3,-1,0,unknown,no
29,admin.,divorced,secondary,no,891,no,no,unknown,820,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,199,yes,yes,unknown,125,1,-1,0,unknown,no
25,admin.,single,tertiary,no,40,no,no,unknown,64,1,-1,0,unknown,no
28,technician,single,tertiary,no,-214,yes,no,unknown,140,3,-1,0,unknown,no
30,services,single,secondary,no,122,yes,no,unknown,501,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,3675,no,no,unknown,101,2,-1,0,unknown,no
29,entrepreneur,single,tertiary,no,11,yes,no,unknown,214,4,-1,0,unknown,no
28,admin.,married,secondary,no,957,yes,yes,unknown,646,3,-1,0,unknown,no
29,blue-collar,married,secondary,no,177,yes,no,unknown,146,3,-1,0,unknown,no
29,blue-collar,married,secondary,no,-28,yes,no,unknown,393,1,-1,0,unknown,no
24,blue-collar,married,secondary,no,951,yes,no,unknown,744,2,-1,0,unknown,no
26,admin.,single,secondary,no,586,yes,yes,unknown,215,1,-1,0,unknown,no
26,blue-collar,single,secondary,yes,-23,yes,no,unknown,315,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,-284,yes,no,unknown,162,1,-1,0,unknown,no
29,services,single,secondary,no,-72,yes,no,unknown,208,1,-1,0,unknown,no
28,technician,single,secondary,no,-219,yes,no,unknown,386,2,-1,0,unknown,no
27,services,single,secondary,no,118,yes,yes,unknown,53,1,-1,0,unknown,no
30,services,single,secondary,no,290,yes,no,unknown,446,1,-1,0,unknown,no
26,technician,married,tertiary,no,450,yes,yes,unknown,1266,1,-1,0,unknown,no
24,blue-collar,married,secondary,no,237,yes,no,unknown,200,2,-1,0,unknown,no
29,unemployed,married,secondary,no,380,no,yes,unknown,154,2,-1,0,unknown,no
23,admin.,single,secondary,no,290,yes,no,unknown,163,4,-1,0,unknown,no
24,blue-collar,single,secondary,no,117,yes,yes,unknown,470,1,-1,0,unknown,no
25,technician,single,secondary,no,276,yes,no,unknown,268,4,-1,0,unknown,no
29,admin.,single,secondary,no,382,yes,no,unknown,460,1,-1,0,unknown,no
29,admin.,married,primary,no,624,yes,no,unknown,246,1,-1,0,unknown,no
23,admin.,single,secondary,no,5,no,no,unknown,413,1,-1,0,unknown,no
29,services,divorced,secondary,no,330,yes,no,unknown,88,2,-1,0,unknown,no
28,services,single,secondary,no,-260,yes,no,unknown,170,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,458,yes,no,unknown,177,3,-1,0,unknown,no
30,management,divorced,secondary,no,37,no,no,unknown,262,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,573,yes,no,unknown,116,2,-1,0,unknown,no
28,technician,single,secondary,no,34,yes,no,unknown,136,4,-1,0,unknown,no
23,student,single,tertiary,no,250,yes,no,unknown,166,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,2845,yes,no,unknown,182,2,-1,0,unknown,no
27,management,single,tertiary,no,2420,yes,no,unknown,391,2,-1,0,unknown,no
24,student,single,tertiary,no,1535,yes,no,unknown,126,2,-1,0,unknown,no
24,blue-collar,married,secondary,no,94,yes,no,unknown,166,2,-1,0,unknown,no
28,technician,single,secondary,no,205,yes,no,unknown,92,3,-1,0,unknown,no
25,blue-collar,married,secondary,no,-76,yes,no,unknown,241,3,-1,0,unknown,no
23,admin.,single,secondary,no,1104,yes,no,unknown,120,2,-1,0,unknown,no
21,student,single,unknown,no,137,yes,no,unknown,198,3,-1,0,unknown,no
26,blue-collar,single,secondary,no,96,yes,no,unknown,181,2,-1,0,unknown,no
28,unemployed,single,secondary,yes,-353,yes,no,unknown,89,3,-1,0,unknown,no
29,blue-collar,single,secondary,no,16,no,no,unknown,197,3,-1,0,unknown,no
30,technician,single,secondary,no,317,yes,no,unknown,246,6,-1,0,unknown,no
25,admin.,single,secondary,no,1,yes,yes,unknown,24,12,-1,0,unknown,no
30,self-employed,married,tertiary,no,227,yes,yes,unknown,227,3,-1,0,unknown,no
22,housemaid,single,secondary,no,650,yes,no,unknown,181,4,-1,0,unknown,no
28,technician,married,secondary,no,487,yes,no,unknown,176,4,-1,0,unknown,no
