duration,campaign,contact_unknown,poutcome_success,age,housing,contact_cellular,loan,pdays,poutcome_failure,default,education_primary,job_blue-collar,contact_telephone,previous,job_services,job_admin.,target
186.0,1.0,0.0,0.0,60.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
423.0,1.0,0.0,0.0,60.0,0.0,1.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
69.0,2.0,0.0,0.0,51.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
79.0,2.0,0.0,0.0,51.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
121.0,2.0,0.0,0.0,79.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
300.0,1.0,0.0,0.0,57.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
162.0,1.0,0.0,0.0,59.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
330.0,1.0,0.0,0.0,82.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
60.0,1.0,1.0,0.0,52.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
302.0,1.0,0.0,0.0,57.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
157.0,5.0,0.0,0.0,89.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
282.0,1.0,0.0,0.0,57.0,1.0,1.0,0.0,367.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
303.0,3.0,0.0,0.0,53.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1161.0,5.0,0.0,0.0,74.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
91.0,4.0,0.0,0.0,57.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
285.0,2.0,1.0,0.0,53.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
155.0,2.0,1.0,0.0,56.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42.0,1.0,1.0,0.0,61.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160.0,1.0,0.0,0.0,54.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80.0,3.0,0.0,0.0,55.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
80.0,1.0,0.0,0.0,60.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131.0,3.0,0.0,0.0,52.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
189.0,2.0,0.0,0.0,52.0,0.0,1.0,1.0,111.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0
356.0,1.0,1.0,0.0,57.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
110.0,3.0,0.0,0.0,71.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
52.0,1.0,1.0,0.0,57.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
145.0,4.0,1.0,0.0,58.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
159.0,2.0,0.0,0.0,52.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
256.0,1.0,0.0,0.0,55.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
106.0,2.0,1.0,0.0,56.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
82.0,2.0,0.0,0.0,57.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
253.0,5.0,0.0,0.0,63.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
147.0,1.0,0.0,0.0,52.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
148.0,2.0,0.0,0.0,60.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
62.0,2.0,0.0,0.0,52.0,1.0,1.0,0.0,195.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
97.0,4.0,0.0,0.0,52.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
318.0,1.0,0.0,0.0,56.0,0.0,1.0,0.0,91.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
107.0,1.0,0.0,0.0,55.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
506.0,1.0,0.0,0.0,58.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
226.0,2.0,0.0,0.0,58.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
41.0,1.0,1.0,0.0,52.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
323.0,2.0,0.0,0.0,57.0,1.0,1.0,0.0,368.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0
440.0,5.0,0.0,0.0,79.0,0.0,0.0,0.0,182.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0
490.0,3.0,0.0,0.0,57.0,0.0,1.0,0.0,168.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
189.0,2.0,0.0,0.0,60.0,0.0,1.0,0.0,349.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
721.0,3.0,1.0,0.0,51.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
157.0,6.0,0.0,0.0,58.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
134.0,2.0,0.0,1.0,62.0,0.0,1.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
165.0,1.0,0.0,0.0,52.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
118.0,2.0,0.0,0.0,54.0,1.0,1.0,0.0,241.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
34.0,2.0,1.0,0.0,55.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
235.0,2.0,0.0,0.0,58.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
315.0,1.0,1.0,0.0,52.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
917.0,1.0,0.0,0.0,52.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
148.0,6.0,0.0,0.0,55.0,0.0,0.0,0.0,308.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
102.0,4.0,0.0,0.0,53.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
392.0,1.0,0.0,1.0,64.0,0.0,1.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
169.0,2.0,0.0,0.0,51.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
480.0,1.0,0.0,0.0,61.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
103.0,1.0,0.0,0.0,52.0,1.0,1.0,0.0,245.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
161.0,5.0,0.0,0.0,57.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
147.0,1.0,0.0,0.0,60.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
12.0,3.0,1.0,0.0,55.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
333.0,1.0,1.0,0.0,61.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
426.0,2.0,0.0,0.0,52.0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
176.0,18.0,1.0,0.0,55.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
89.0,6.0,0.0,0.0,57.0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
160.0,1.0,0.0,0.0,53.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
675.0,4.0,0.0,0.0,58.0,1.0,1.0,0.0,171.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0
368.0,2.0,1.0,0.0,51.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
112.0,5.0,0.0,0.0,53.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
85.0,2.0,0.0,0.0,51.0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
125.0,2.0,0.0,0.0,59.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
66.0,1.0,0.0,0.0,54.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
288.0,2.0,1.0,0.0,54.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
146.0,4.0,0.0,0.0,52.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
139.0,1.0,0.0,0.0,56.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
194.0,2.0,0.0,0.0,58.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
86.0,1.0,0.0,0.0,54.0,0.0,0.0,0.0,88.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0
156.0,1.0,0.0,0.0,60.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
84.0,1.0,0.0,0.0,59.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
108.0,4.0,1.0,0.0,56.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
70.0,1.0,0.0,0.0,57.0,0.0,1.0,0.0,84.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
459.0,3.0,1.0,0.0,60.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
144.0,2.0,0.0,0.0,54.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
174.0,3.0,0.0,0.0,55.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
281.0,2.0,0.0,0.0,51.0,1.0,1.0,0.0,266.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0
85.0,6.0,0.0,0.0,53.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
151.0,1.0,0.0,0.0,53.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
965.0,2.0,0.0,0.0,58.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
122.0,5.0,0.0,0.0,53.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
97.0,3.0,0.0,0.0,59.0,1.0,1.0,0.0,365.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0
196.0,2.0,1.0,0.0,54.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
46.0,4.0,0.0,0.0,51.0,1.0,1.0,0.0,90.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0
78.0,4.0,1.0,0.0,57.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
328.0,1.0,0.0,0.0,52.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
314.0,1.0,0.0,0.0,70.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
280.0,5.0,0.0,0.0,52.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
172.0,5.0,0.0,0.0,55.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
238.0,8.0,0.0,0.0,54.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
231.0,2.0,0.0,0.0,57.0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
69.0,1.0,0.0,0.0,52.0,1.0,1.0,0.0,164.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
170.0,3.0,0.0,0.0,76.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
65.0,3.0,0.0,0.0,54.0,1.0,1.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
74.0,5.0,0.0,0.0,51.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
74.0,2.0,1.0,0.0,57.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
181.0,1.0,0.0,0.0,73.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
294.0,3.0,0.0,0.0,54.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
415.0,1.0,0.0,0.0,63.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
101.0,1.0,0.0,0.0,64.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
209.0,1.0,0.0,0.0,58.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
176.0,1.0,0.0,0.0,51.0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
292.0,1.0,0.0,0.0,51.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
300.0,2.0,0.0,0.0,70.0,0.0,1.0,0.0,48.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
341.0,4.0,0.0,0.0,77.0,0.0,0.0,0.0,94.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0
113.0,2.0,0.0,0.0,56.0,1.0,1.0,0.0,249.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0
638.0,6.0,0.0,0.0,52.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
309.0,5.0,1.0,0.0,51.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1434.0,5.0,0.0,0.0,60.0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
328.0,1.0,1.0,0.0,53.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
52.0,1.0,0.0,0.0,51.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
163.0,1.0,1.0,0.0,60.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
394.0,1.0,0.0,0.0,70.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
143.0,2.0,0.0,0.0,63.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
95.0,2.0,0.0,0.0,53.0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
129.0,5.0,1.0,0.0,56.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
446.0,1.0,1.0,0.0,58.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
133.0,1.0,1.0,0.0,57.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
318.0,1.0,0.0,0.0,60.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
43.0,3.0,0.0,0.0,65.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
395.0,4.0,0.0,0.0,52.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
349.0,2.0,0.0,0.0,52.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
290.0,2.0,0.0,0.0,56.0,0.0,1.0,0.0,184.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
505.0,1.0,0.0,0.0,62.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
91.0,1.0,0.0,0.0,73.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
116.0,1.0,1.0,0.0,57.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
89.0,1.0,0.0,0.0,59.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
463.0,4.0,1.0,0.0,56.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16.0,9.0,0.0,0.0,51.0,1.0,1.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0
209.0,1.0,0.0,0.0,53.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
250.0,5.0,0.0,0.0,54.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
540.0,4.0,0.0,0.0,58.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
85.0,2.0,0.0,0.0,59.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0
122.0,4.0,0.0,0.0,51.0,1.0,1.0,0.0,238.0,0.0,0.0,1.0,1.0,0.0,12.0,0.0,0.0,0
178.0,2.0,1.0,0.0,56.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1432.0,5.0,0.0,0.0,59.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
157.0,2.0,0.0,0.0,51.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
102.0,2.0,0.0,0.0,57.0,1.0,1.0,1.0,178.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0
231.0,2.0,0.0,0.0,60.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
307.0,2.0,1.0,0.0,58.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
766.0,3.0,0.0,1.0,54.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1
67.0,6.0,0.0,0.0,59.0,1.0,1.0,0.0,141.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0
98.0,1.0,0.0,0.0,54.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
140.0,1.0,1.0,0.0,59.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
141.0,4.0,0.0,0.0,77.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
122.0,2.0,0.0,0.0,51.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
665.0,1.0,1.0,0.0,51.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
326.0,1.0,1.0,0.0,57.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
247.0,1.0,1.0,0.0,51.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
424.0,1.0,0.0,0.0,52.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
624.0,1.0,0.0,0.0,60.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1060.0,2.0,0.0,0.0,59.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
648.0,1.0,1.0,0.0,57.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
227.0,3.0,1.0,0.0,52.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
301.0,1.0,0.0,0.0,54.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
89.0,1.0,0.0,0.0,57.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
